ACCOUNT_ID,AMOUNT_CENTS,TXN_TYPE
6505,885849,W
2479,625873,D
7577,566534,D
8452,980798,D
2985,888217,D
4556,920105,W
2133,823448,D
6872,445500,D
7442,532667,D
1525,569781,D
9041,278428,W
2448,708434,W
8569,371303,W
3298,596045,W
7330,349633,W
3252,757474,D
906,513172,D
3930,987546,W
8518,409298,W
6017,510599,W
6320,634483,D
8779,503383,W
2839,33091,D
3152,708151,D
6570,992909,W
1408,444309,D
8870,230528,W
541,809911,D
8352,418515,D
6196,353144,D
2957,262918,D
9527,483371,D
7961,780099,W
369,540032,D
2843,48857,D
9486,706839,W
3953,768398,D
82,11767,W
1498,749618,D
2017,162434,D
1853,764636,W
2162,627487,W
3729,356215,W
9999,763466,W
6111,218114,D
2221,573738,W
5977,853711,W
6393,385155,D
7205,998541,D
7505,131332,W
2770,426290,D
4473,553560,D
4845,86045,W
9179,123330,D
3720,617024,D
4450,530789,D
2321,119715,D
4006,728976,W
7233,788742,W
7994,327741,W
354,372788,D
2298,964718,W
5405,888111,W
1278,745050,D
2150,569735,D
1485,862250,W
3800,767350,W
9899,225265,D
3076,409876,W
7935,329446,D
8956,604659,D
7245,579339,W
7839,233015,D
988,290820,D
6684,638271,W
1731,100985,D
3955,856362,W
2903,535854,D
9556,199177,W
6914,483513,W
3261,555685,W
1462,658581,D
4786,142176,D
2540,740486,D
6110,4862,D
2892,509850,D
7710,883371,W
111,260909,D
256,624255,D
1502,441066,D
1329,935583,W
765,564122,D
433,805091,W
2178,188493,D
2797,998975,D
8905,530391,W
8952,800037,W
4131,809258,W
6383,612360,D
1626,450785,W
7926,221814,D
7131,45960,D
6139,445591,W
3555,681742,W
2926,416079,W
1264,900421,W
7396,375271,D
9381,656993,D
5938,801648,W
1135,210057,D
523,170365,D
5972,6445,D
7442,331440,W
1453,74767,W
1592,623616,D
9727,336633,D
9632,576642,W
4537,237788,W
6983,254878,D
763,719090,W
2206,700256,W
2781,162345,D
4889,709004,D
4815,503280,D
1229,338923,W
7953,212816,D
3816,164477,D
2,738667,W
8543,869097,D
2832,566587,D
4576,671975,D
1245,970541,W
6316,993988,D
7749,819637,W
3999,191340,D
273,736403,W
8604,769571,W
3053,85451,W
7542,16839,D
3209,516819,D
6379,847000,D
7883,357584,W
1259,994408,D
854,171502,D
2928,352192,D
8291,899669,D
5607,688464,W
988,236878,W
9153,578888,W
5015,748285,D
8045,130489,D
483,190495,W
4285,486709,D
1433,642423,D
7883,975230,W
8749,485561,D
8917,930105,W
7045,104706,D
9825,52987,D
3136,577264,W
900,68537,D
773,842850,W
1181,45712,D
5790,440818,D
7552,183005,D
8577,879530,D
6420,804868,D
6855,286146,D
3208,946230,D
9925,614902,D
8523,506095,W
73,315010,W
5786,326898,W
3189,501472,W
1542,743350,W
6216,965627,D
44,807310,W
4805,778380,W
8971,441463,W
4328,470654,D
4279,260216,D
2777,833447,D
6176,183295,W
3508,884611,W
5876,67499,D
8124,832688,D
1902,159491,D
2010,778180,D
6104,588503,D
9376,560177,W
7716,663298,W
329,491540,D
8764,632590,D
3212,90011,W
3001,19849,D
2493,375428,D
6985,700,D
4039,185463,W
3917,509382,W
4525,580024,D
7668,513589,D
3791,614852,D
616,702130,W
2182,226296,W
6767,88935,W
77,593479,W
7786,960910,W
343,303690,D
2353,426786,W
8647,457904,D
9222,963005,D
5159,297661,D
9923,823974,D
5433,6403,D
6798,295230,D
5283,814561,D
1916,328343,W
7846,502082,D
8425,765749,W
8710,345190,D
3143,844477,W
5509,100448,D
96,508560,W
26,232198,D
5692,887281,D
6506,222574,W
8477,234595,W
3728,70648,D
89,762952,W
1823,135163,D
2818,867882,W
1297,608220,D
2917,677158,D
844,598212,W
6155,583731,D
9951,941444,W
9768,176388,D
5081,23391,D
7067,901598,W
9932,931747,D
8999,472466,D
2806,475140,D
3935,977967,W
8345,292390,D
2427,303015,D
9428,415039,D
7129,473081,W
4272,995708,D
9424,612095,D
3931,840476,D
3584,274255,D
6110,356269,W
4806,273949,D
499,949771,W
6624,106854,W
4090,954347,D
2146,930368,D
5998,864219,W
8503,754858,D
6279,187074,D
5113,868895,D
1158,633817,D
8061,166726,D
3483,598447,D
857,497879,W
2047,573351,D
746,936487,D
4171,471378,W
8620,249334,D
3814,448063,W
4578,179046,W
9376,397647,W
6407,193529,W
259,457404,D
817,439953,W
4074,882560,D
8730,835330,D
3574,857104,D
5713,234575,W
1461,966235,D
2395,201060,W
2031,41988,W
7875,889019,D
6796,474598,D
6487,460270,D
3745,480938,W
9617,384242,W
8404,958392,D
6183,571035,W
5772,837839,D
2569,832166,W
8798,490578,D
5387,681457,W
8240,501461,D
7205,599778,D
1433,376972,D
6380,404676,D
1849,702446,D
5930,478995,W
7960,766882,W
7186,334871,D
8102,729834,D
4867,945461,W
9036,420088,D
9198,108947,W
7192,459346,D
9597,818192,D
2434,196244,D
5594,131358,D
9790,863240,W
6154,89143,D
5860,868122,W
7518,590740,D
4238,566284,D
6980,351562,W
2594,583591,D
7108,840451,W
6379,931416,D
8153,5852,D
1365,79201,D
7816,794953,D
6312,976238,W
2322,532100,D
9998,851023,D
9292,372131,W
7423,550320,W
6077,695052,D
3542,156889,W
9238,177754,D
5967,987522,D
7025,431612,W
5688,670230,D
748,576415,W
6389,476283,D
8254,325338,D
6436,182523,W
5371,872174,W
1239,731879,D
7046,131042,W
1404,847195,W
2822,604376,D
5374,702388,W
7192,273827,D
7781,166127,D
9495,389181,D
6223,502602,W
4179,349418,D
3825,379672,W
7540,998985,D
4486,483220,D
5175,964102,D
2811,121972,D
1430,793259,W
1648,685579,D
2972,224982,W
5339,143676,D
9846,12499,W
6672,76573,D
9108,114285,D
2173,251528,D
8242,266817,D
2535,357904,W
7775,770301,D
4421,507666,D
9821,845559,D
122,829549,W
7004,803949,W
8325,783303,D
6116,918291,D
9427,140038,W
462,405590,D
580,828857,W
2751,458232,D
8977,136063,D
9239,14909,D
2853,404105,D
5951,295750,D
3989,739077,D
4746,256429,D
2768,456783,W
642,490132,D
4692,241337,D
9148,385610,D
2006,331353,D
5887,681694,W
4601,877681,W
3629,490332,D
3542,671208,W
4023,544278,W
9687,83209,D
1016,423395,W
1077,589317,D
9850,730088,D
8545,410512,D
7532,288807,W
9486,301526,D
9361,803781,D
1098,261222,W
7581,357912,W
1540,152221,D
8442,962952,W
9454,614680,D
1664,116305,D
8047,391930,W
2938,961342,D
8883,758605,D
6826,114973,W
6026,821468,D
5387,181846,W
7349,21453,D
5683,423587,W
8120,402311,W
4062,895071,D
5708,587823,D
3164,90348,D
2765,844050,W
6149,535014,D
7878,177293,D
2269,318739,W
5495,308100,W
1375,927680,D
9399,375628,D
8228,977153,D
3367,314905,D
3233,89369,D
8508,439978,D
5292,973773,W
6170,240474,D
3448,346893,D
4383,744722,D
6050,666033,D
3180,417823,W
6335,824855,D
573,952782,W
3925,482690,D
119,802606,D
9246,382557,W
8637,422083,D
9948,312503,D
9435,930606,D
6984,763396,W
831,839191,W
3292,87346,D
8915,371223,D
5823,540248,W
3017,194119,D
6024,920426,W
6841,418904,D
6714,477390,W
5958,741023,D
350,916085,W
1593,846609,D
470,455551,W
3474,614190,D
3309,682097,D
8390,983023,W
2502,311926,W
7606,473412,W
3111,615024,W
6727,903591,D
5947,782935,W
1383,92712,D
8299,697966,W
932,953920,W
5271,834621,W
3095,366822,W
1716,668488,W
3300,357915,D
6102,918531,W
6216,164143,W
1231,544638,D
4181,103863,D
5915,708575,W
4343,556205,D
7486,406917,W
6064,647499,W
2940,224960,D
566,954379,W
8348,980211,W
5595,583760,W
163,793597,D
4170,253677,W
2722,907410,D
394,864719,W
9896,261513,W
6485,753949,W
4807,813554,W
3515,543233,D
2964,346396,W
8087,273662,W
1912,906092,W
6257,967288,W
7101,13549,D
2797,400686,W
1937,169072,W
9864,977468,D
3335,741944,D
7076,252429,D
4572,773528,W
1643,782704,D
1532,674144,D
3291,486012,W
49,605697,D
6851,663951,D
3617,377872,D
7069,825014,D
3192,706023,D
1573,161711,W
3523,949822,D
6844,161847,D
1076,310946,D
1141,924682,W
3939,94937,D
2455,799852,W
1181,995198,D
9534,718845,D
2950,673541,W
17,640823,W
5592,954704,W
9148,129521,W
4212,336628,W
2071,174042,W
9228,718824,W
8336,977323,W
3665,740249,D
5996,842568,W
9566,219664,W
2850,476340,D
6849,623898,D
5563,981753,W
4466,4739,D
3708,896711,W
1081,297638,W
5233,715973,D
1166,736099,W
9254,355927,D
5997,960188,D
2018,382452,D
5749,265071,W
9923,635108,D
4328,534177,W
5373,454888,D
6458,810795,D
2486,302743,W
6243,990132,W
6514,955563,W
395,603520,W
4826,351905,W
9266,723578,D
6286,787606,D
3529,916678,W
7812,914079,D
5994,577881,W
7425,964883,W
2805,357084,D
8355,837400,D
2128,206115,D
2652,40269,D
9323,866727,W
6931,166852,W
2528,781731,D
1302,247240,D
9800,530084,W
6507,284385,W
5519,74051,W
9060,238318,D
8471,58300,D
6030,655313,W
2923,959585,W
3281,728591,D
5674,950276,W
1041,507459,W
1939,540716,W
5768,617981,D
6900,141912,W
8440,803465,D
6479,608831,W
8059,705070,W
9510,749134,D
1025,30684,D
3954,104519,W
9609,610609,D
4821,544457,D
4304,295678,D
5703,240622,D
3216,775636,W
4540,574516,W
3325,981887,D
3317,983032,D
9956,718180,W
5017,53326,W
8462,728537,W
4539,425205,W
5912,829695,D
4075,49575,W
4385,272625,D
7434,650878,D
2595,373325,D
8456,518710,D
127,540359,W
5079,550894,D
9648,406222,D
358,137587,W
7038,346144,W
8118,10144,D
5569,512491,D
2764,371769,W
5562,355905,D
3131,692027,D
2068,550955,D
6779,69339,D
6646,380330,D
1820,249900,D
2510,841778,W
7098,887469,D
4342,3728,W
9253,785509,W
4194,657815,D
9994,38173,W
5796,309743,D
6154,909130,W
2436,552583,W
7703,496388,D
7505,940942,W
4939,970374,W
1448,652807,D
6644,915431,D
6862,766712,D
6672,119753,W
213,123734,W
7059,846867,D
6096,359786,D
8466,632646,W
5091,848685,W
2531,745499,W
3988,831015,D
6694,550929,W
8055,11531,D
1785,263279,D
5386,767525,D
9397,229819,W
958,551615,W
7157,881896,W
9872,271130,D
6366,583642,D
7373,490206,D
1459,769971,W
270,712971,W
8106,347403,W
8755,766031,W
9905,90244,D
8882,245927,W
9349,680597,W
9605,853235,W
2136,477862,W
2337,629254,D
8202,982509,D
7583,865525,W
2972,262223,W
2018,658940,D
7755,575196,W
7065,644995,D
294,322773,W
6817,432574,W
7032,486187,W
8907,797967,D
2474,245448,D
3761,2155,D
4350,899956,D
1500,905674,W
9566,471083,D
5153,670012,W
9540,846115,W
7261,336598,W
1562,110263,D
4149,915574,D
3129,875161,W
1592,154084,D
6810,493506,D
7053,354761,W
4929,176477,D
3219,563809,D
2195,950780,W
3876,948714,W
6197,368293,W
9314,45261,W
821,133264,W
3058,897536,D
7935,629237,D
5204,473534,D
1399,961373,W
797,539666,D
1610,159323,D
8389,226389,W
4434,355534,D
3187,510599,W
5068,380879,W
399,728706,W
5661,698214,D
1282,293008,D
2317,632133,W
9232,205023,D
5603,787418,D
7981,782236,W
504,883217,W
1882,326360,D
4263,167219,W
9669,882497,D
1810,485197,W
8457,858585,D
6240,30811,W
739,995220,D
9749,604352,D
3668,879720,W
948,640659,W
2072,90054,D
496,120880,W
255,277406,D
9170,531169,D
9558,124292,D
781,543648,W
8713,29986,D
1214,197477,D
198,207128,W
2368,252485,D
81,231603,W
3651,687362,W
6476,919703,W
4962,408102,D
91,458505,D
2298,686957,W
2811,731526,D
6450,451743,W
8644,32473,W
1965,800241,D
4197,156516,W
8388,984882,W
1301,273987,D
4791,614831,D
7769,205317,D
4814,514109,W
1245,706741,W
1517,637766,W
6677,148898,D
2744,978003,D
41,209880,D
5948,694562,W
8186,48565,D
9708,122877,W
9784,316549,D
3640,992170,W
9150,456265,W
7143,48468,W
7664,502140,D
3322,466062,D
8462,17038,W
8080,1147,D
8641,495178,D
4037,84204,D
7272,726792,D
6601,662880,D
5145,747875,D
5602,239073,W
4317,753489,W
831,953081,D
7730,500003,W
8127,370260,D
7582,865207,D
58,834125,D
760,545937,D
6507,204735,D
2483,264373,W
376,35431,W
3221,316767,D
2808,971912,W
3682,40290,D
2755,80679,D
4674,703024,D
6584,161849,D
676,943295,W
5127,835205,D
5730,336007,W
5309,327732,W
5992,556736,D
4628,651406,D
6174,479086,D
2241,271821,D
6268,344086,W
9790,74711,W
8421,659898,D
9532,472127,W
7714,446667,D
4143,382702,D
6143,396626,D
2633,79981,D
3837,350597,D
5015,256796,D
4533,931794,D
1619,489591,W
289,126668,W
5767,943414,W
4417,682262,D
7826,958601,W
9207,673811,D
1993,706548,D
5073,366498,W
2901,668881,D
6618,32,D
5360,71113,D
3760,170518,D
2681,627063,W
9742,993446,D
7535,140321,W
9313,61115,W
8628,288861,D
3693,451875,D
8973,220702,D
9037,911882,D
7662,826768,D
1548,755694,D
4567,679481,D
5721,972849,D
668,130796,D
6544,888604,D
337,58748,D
6491,447777,D
8697,923390,W
7454,757448,D
3687,693404,D
3354,744167,W
7192,126426,W
3367,971431,W
2624,638696,W
8362,519639,W
2611,419310,W
2817,976910,D
7965,363728,D
6058,81433,D
358,78695,W
3661,722165,D
3118,483789,D
6673,957133,W
9282,105437,D
8518,94453,W
1461,926824,D
1077,549519,W
8597,236843,W
713,702174,D
9616,391400,W
5940,14768,D
3222,309998,D
2140,422882,W
3073,816422,W
320,383281,D
2669,306689,W
3894,357510,W
8094,542619,W
7547,408557,D
1203,973725,D
3084,868505,D
3155,173829,W
8988,345668,D
2983,626095,W
2111,954188,D
3743,954420,D
7750,899307,W
4450,464105,W
40,119164,W
9950,491087,W
5426,499566,W
6884,827640,D
9306,860259,W
5210,613342,D
4902,595318,D
5944,927469,D
6433,735320,D
3665,198294,W
3733,241279,W
3373,634320,D
7848,610667,D
4002,447259,D
138,316868,D
3415,120292,W
6490,654844,W
1793,693846,W
7833,524491,W
3913,190429,D
3891,379036,W
7338,675710,D
1661,418775,W
5217,30483,W
3910,869570,D
2514,841812,D
8957,931698,D
8421,959804,D
3973,422671,D
4093,488944,W
6683,15792,D
165,932474,D
6027,309944,D
9955,788704,D
7588,57044,W
3165,726991,D
4802,528281,D
5801,443645,W
3197,751915,D
6773,198028,W
7067,475246,W
6628,349553,D
8162,717152,D
1711,320173,W
6754,722723,W
6202,312074,D
3050,652702,W
9366,158234,W
9727,577438,D
5187,785459,D
4187,654091,D
6079,616578,D
9456,709665,W
9242,407842,W
8563,303365,D
5041,594561,D
9319,835259,W
8052,737762,D
6355,920086,W
9390,960145,W
3753,436541,D
3402,596249,D
9142,899827,D
8924,29128,D
2722,984899,W
1478,300720,W
11,382114,D
3107,311441,D
8734,960354,D
8617,10167,D
9700,952346,D
740,278229,D
847,96091,W
5166,977762,W
5191,951633,W
5396,714600,W
8871,202247,D
5427,382698,W
5994,835866,D
8300,72158,D
7111,376986,D
9713,408836,W
1282,635357,W
6621,825767,W
2796,610397,D
8935,94254,D
1770,835175,D
3641,314978,D
6221,357295,W
224,773814,D
1168,695204,D
3989,568248,W
4903,754300,W
6807,937585,W
7702,60198,W
5596,922819,W
7759,701448,W
7764,16583,W
5905,667257,W
533,61910,W
6062,585040,W
7742,717631,W
603,714573,W
8406,442240,D
1191,356468,D
6242,787621,D
9102,665071,D
7224,12385,W
9388,599269,D
3256,605608,D
2593,193358,W
9222,344641,D
2877,153782,W
9377,163961,W
4830,174449,D
6384,30388,D
9203,894520,W
4065,557637,W
9916,29768,D
6258,990751,W
189,929266,W
156,535167,D
6875,606794,W
8197,29225,D
993,368009,W
2982,342855,W
2627,327963,D
9954,610368,W
9226,516746,W
6354,907126,D
2914,692161,W
8094,732134,W
2864,818802,W
2809,191889,D
504,201830,W
3139,648534,D
7410,71358,D
3131,870149,D
2496,636301,D
5542,275301,D
4024,12646,W
6335,156927,W
6402,945160,W
8560,706051,D
8700,706275,W
7071,762446,W
9885,815666,W
2880,668453,W
1748,601857,D
2232,5662,W
4064,306261,D
2950,307763,W
4068,630357,W
1098,779890,D
3112,418014,D
4737,315998,D
2913,409932,D
5403,896707,W
9380,424943,W
5265,350368,D
2761,902415,W
3707,642752,W
3910,760122,D
6522,570609,D
299,77187,D
6258,786474,W
191,693354,D
4935,981654,W
3788,115303,W
5063,476764,D
9883,942318,D
1329,815695,W
2714,731446,W
26,338069,D
1062,438154,D
8154,480011,W
6373,888796,D
9541,955813,W
6410,44820,D
5761,459861,D
9132,379052,W
7271,911184,W
905,51978,W
4371,739624,D
7165,98817,D
6597,856296,W
5918,603619,D
4270,419483,W
9497,857558,W
1799,103815,W
8372,182425,W
6639,437355,W
4196,297416,D
7540,997980,W
9904,189352,W
1117,148647,W
5722,731414,D
5130,368067,D
1103,286616,D
9234,929624,W
5926,151637,W
6219,641996,W
5896,773844,D
8195,541799,W
5376,577282,W
8752,109991,W
9850,941710,D
9864,220248,D
9398,496186,D
5192,954344,D
7984,288603,D
6781,631050,D
3529,449525,D
4836,175479,D
1422,941825,D
5450,82025,D
1645,663882,W
891,889367,W
6736,994295,D
5219,715320,W
3218,300415,D
3955,159849,W
7322,560295,W
1011,842091,D
1646,278631,D
5371,397700,D
1200,332671,D
3683,471992,W
1845,973572,W
5085,82873,D
8657,585526,W
9261,875545,D
7708,658652,D
3304,682489,W
8604,646989,D
3600,369856,D
8242,405259,W
7952,669544,D
7820,345850,D
2345,980725,W
8768,864615,D
9017,169434,D
1225,266682,W
7881,88443,D
5573,703582,D
6462,771760,D
6451,888396,W
7627,522049,D
4273,199828,W
4290,845805,W
5422,506080,W
6859,971124,D
3917,114074,D
7055,538542,W
3032,825062,D
3765,422338,W
720,215361,D
6166,249391,D
5990,234671,D
232,949767,W
1591,952098,D
4802,61884,D
1232,399694,W
8680,219490,W
9700,300308,D
6273,589951,D
7545,591781,D
1852,167579,W
4511,17399,W
7010,88467,D
2277,397039,W
3092,311652,W
8861,681282,W
2205,958063,D
3310,865557,W
8278,243482,D
9986,844445,D
2715,397388,D
2716,641679,D
9803,835374,W
7469,644097,W
5141,374607,W
9423,921264,W
9586,728611,D
4303,30430,D
7130,468550,W
8667,681613,W
4635,119526,W
4678,98433,D
5557,641678,D
8633,968238,D
873,561039,W
4551,430145,D
2364,33851,D
59,121073,D
7984,980600,D
9037,695939,D
1641,27478,D
7795,282451,D
1569,495320,D
7846,332223,W
614,783833,W
4474,270419,D
2169,306337,D
5680,574671,W
8798,558438,D
2161,882624,W
3612,883591,D
402,842188,W
5863,229416,W
5498,324328,D
6387,84255,W
5533,252902,D
8876,309215,D
4193,853752,D
5772,697272,W
1679,911758,W
844,233340,W
3048,592747,D
6803,223306,D
1304,344606,W
5067,76792,D
6067,101310,D
5769,873387,W
2336,435188,W
9726,505642,D
1445,165143,D
4139,209328,W
903,977105,W
2182,965897,W
5856,293555,W
2014,185489,W
3046,305178,W
7121,549513,W
4215,754957,D
3024,461522,D
4934,350959,D
8036,299204,D
3333,499661,W
5538,76910,W
7078,88055,D
5964,215921,D
9091,739591,W
1783,858681,D
8745,168408,D
54,401594,D
6031,356401,D
8685,423160,W
4229,929894,W
4562,594590,W
7335,771400,W
842,245676,D
3249,820785,D
820,797488,W
2255,663742,W
2202,392923,D
5895,301994,W
7340,765082,D
6102,37315,W
1457,800433,W
3623,114944,W
9071,162625,D
5305,505830,D
9670,870557,D
6540,581716,D
7659,324601,D
267,714637,D
2029,654664,D
5245,647638,W
3187,152208,W
4890,689476,D
6432,188939,W
359,812190,D
7345,777854,W
1058,978136,D
8511,42217,W
7290,560550,D
6130,739053,W
6147,691876,W
5672,755932,W
1415,649083,D
2427,535466,D
1828,671569,W
4031,719019,W
1781,311262,D
1498,407544,W
6741,402483,W
6552,505025,D
1895,257901,W
1269,76064,D
7415,975301,D
5791,130631,W
5327,751171,W
5078,669950,W
9736,750730,D
5008,438639,D
2452,984442,D
9046,379649,D
1090,56562,D
9704,661787,W
701,324678,D
4127,541417,W
8420,990856,D
5476,462043,W
8493,878413,W
8899,587361,D
3592,667684,W
5821,808003,W
3092,324349,D
9452,897695,D
1981,352691,W
9311,930861,D
1616,471517,D
9009,291870,D
5290,534600,D
749,164348,W
4754,287304,D
2309,913596,D
8066,325059,D
5643,147230,W
8617,3827,D
6121,358907,W
4998,59243,W
2284,273273,D
4683,407063,W
1090,393380,D
3702,378021,D
1557,547100,D
2342,386946,D
8648,362782,D
458,602015,D
6102,509031,W
6841,756771,D
2259,487451,W
49,266624,D
1285,532981,D
4276,844418,D
8732,968278,D
9965,366728,W
4414,74163,D
2402,604793,W
9084,961888,W
6486,946829,W
9949,11514,D
4215,138240,D
3077,228170,W
68,735466,D
67,838524,D
2470,63156,W
4543,714543,D
4575,946065,D
2622,457026,W
9394,116427,D
1375,313883,W
2505,931198,W
3116,213128,W
8376,942660,W
6959,469105,D
4352,808373,D
2717,550336,W
2763,647848,D
5349,872017,D
5376,565708,W
374,927059,W
6090,992867,D
5215,710208,D
8832,1139,D
7873,882383,W
228,139977,W
1279,254765,D
3882,925924,D
1018,952892,D
5847,341006,D
502,104148,D
878,770936,W
4166,324926,W
4278,223017,D
7601,354111,W
6648,814710,D
756,541653,D
5226,516389,W
926,629581,D
3807,179760,W
5604,153949,W
2039,306891,D
4284,251832,W
6604,719392,D
442,866029,D
9714,480449,D
7156,858396,D
3454,200547,D
9662,137486,D
7324,871087,W
7337,765701,W
7635,542485,W
2046,372459,D
5644,308483,W
2934,354799,W
3123,14959,D
7993,736988,D
6887,691384,D
1286,277784,D
5719,985542,D
4206,123724,W
6322,645929,D
1401,121929,W
6914,231535,W
6324,436022,D
6200,168954,D
8289,33539,D
9752,952252,D
4115,816293,W
158,510765,W
8725,920314,D
3928,142156,D
1715,684473,D
7840,565326,D
58,173538,W
4111,300206,D
5831,157858,D
5950,782863,W
3120,699367,D
9071,386182,D
9533,811810,D
4580,89946,D
566,154708,D
536,256636,W
3243,684205,D
9228,707346,D
2465,50899,D
1165,391085,W
5067,903429,D
7031,899132,D
3700,791237,D
1187,133039,D
5004,974945,D
363,969996,D
7339,382825,W
2851,253283,D
8761,1134,W
1635,652586,D
6109,382063,D
3483,998760,D
2646,314006,D
922,937773,W
4311,608871,D
8088,518545,W
7687,55232,D
8417,401631,D
8985,571168,D
7484,315918,D
5761,474396,D
2055,240713,D
4802,361935,D
917,293338,D
6802,206277,D
1041,225513,W
5983,820132,D
8332,710522,D
933,428461,D
6043,115202,D
5444,271547,D
9941,175981,D
2330,882175,D
2442,902388,D
2091,129593,D
5493,61163,D
5329,916696,W
3562,868081,D
696,921407,W
7648,799544,D
8257,30825,D
9094,891996,D
887,268003,W
5156,758143,W
9503,633753,D
3738,404692,W
530,153845,D
8266,939976,W
5294,66077,W
3792,397477,D
9280,341381,W
9163,836532,D
7695,418179,D
1030,616248,D
2071,584558,W
5139,56617,D
9228,224980,W
9438,387792,D
1566,822222,W
392,771783,W
7934,459660,D
6271,390900,D
3758,805049,D
8550,86517,D
1038,186716,W
3599,22737,W
5110,663050,D
7492,668185,W
7095,864274,D
1763,110086,D
8407,305478,W
9601,61093,D
7895,420261,D
777,999980,D
44,659979,D
7773,30765,D
7710,756530,D
2699,690980,W
1125,332501,W
3409,212299,W
1687,635808,D
9704,154766,D
1257,911172,D
7038,644226,D
673,286508,W
5122,869770,D
1703,501939,W
424,139595,W
5118,50922,D
7307,646515,W
6028,625781,D
1340,930186,W
8289,40092,D
4859,62895,W
9319,718309,D
326,848714,D
5757,392372,D
5833,590393,D
8157,191953,D
4975,913766,W
9221,95863,W
7211,613239,W
8322,819509,D
9669,463702,W
5866,787376,D
8079,620082,D
688,196675,W
6226,413713,D
3356,445347,D
4777,164705,D
7070,577352,W
4445,963191,D
6995,724009,D
6733,322077,D
946,740127,D
856,34625,D
5787,804733,D
9037,713822,D
6666,740482,W
7570,818268,W
8222,666890,W
21,833010,W
555,7281,W
5255,963115,W
5922,816965,D
6669,730277,D
8937,830494,W
9179,785741,W
266,478482,W
4479,721103,W
4367,761827,D
318,865587,D
7251,103633,W
3473,458970,D
11,457908,D
6622,872275,D
5654,974990,D
6452,134411,D
8658,263989,D
8935,783981,D
8583,873562,W
1283,302210,D
5540,571863,D
5987,666779,W
5015,214984,W
2209,305747,W
2532,122419,D
4888,755683,W
5494,441708,W
5558,916203,D
8897,268827,W
7092,165757,W
4483,523592,D
3804,945583,D
5032,498431,D
3409,289373,D
524,349390,W
3482,289626,D
358,429794,D
9265,231674,D
6144,906601,D
3665,71654,W
5433,64177,D
1027,531015,W
6185,646071,D
7283,135975,D
333,939306,W
2538,597993,D
6851,151347,W
4603,352706,W
7206,970948,D
5490,147068,W
5280,724841,W
7835,710289,D
4396,110405,D
1399,450332,D
4495,631265,D
6599,154782,D
2199,169859,D
6073,597153,W
9277,324342,D
2416,914815,D
5789,467679,W
8448,129458,D
6364,661897,D
6091,306128,D
404,960576,W
1439,47693,D
9307,713520,W
2045,329174,D
9522,679353,W
4686,813772,W
4891,854331,W
4723,423618,W
4287,203429,D
9050,468265,D
4161,36799,D
330,597041,W
836,753538,D
1810,238197,D
7488,18324,D
5342,324840,W
9700,854856,W
8363,248541,D
7479,14660,D
4713,86946,D
4841,706225,D
3091,843628,W
7864,199976,W
5213,965441,D
7486,303094,W
1238,844644,D
5042,741335,W
6212,726417,D
9871,665000,W
1622,698137,D
9869,303542,D
3613,897753,W
7425,552916,D
4389,907785,D
8523,342182,W
8190,952351,W
6088,745506,D
360,610137,W
8817,327801,D
2255,358360,D
3382,385233,D
9,559371,D
5596,437939,D
2379,249918,W
4052,225030,D
516,150581,W
2896,998084,W
2078,689224,W
5830,190748,D
6547,914160,D
1566,979909,W
7385,175054,D
7175,352217,D
5187,739688,D
9422,752458,W
7908,976167,D
2257,266203,D
5048,555796,W
1335,885193,D
6509,749679,D
5814,147580,D
9415,5543,D
8790,879426,D
5476,507444,W
5304,295430,W
7865,678687,W
8387,94677,W
6868,460101,W
1689,35037,D
3269,854103,W
44,127122,W
4210,27036,W
313,560898,W
5362,953404,W
8744,422173,D
868,911264,D
9648,521501,D
19,538724,D
9670,517274,D
8849,473922,W
6381,438871,W
1885,26888,D
9031,23502,W
7377,898151,W
574,706827,D
4287,533671,W
3390,224638,D
1925,555846,D
1731,60632,D
6047,68174,D
1912,214031,D
2717,904483,D
148,692785,W
1185,326191,D
8609,822036,D
1764,253607,W
4117,573104,W
1264,17066,W
1018,499783,W
1887,323919,D
8556,637087,D
6983,742341,D
2999,646066,D
1411,248265,W
6046,353636,W
6428,281141,D
2054,647214,W
5354,216474,W
8279,181137,W
2623,441149,D
5266,176326,W
6416,15311,D
3040,993273,W
5260,330525,D
4411,527741,D
9507,827022,D
8901,529618,W
6564,552624,W
1601,164764,W
2075,17572,W
2118,448850,W
2460,981179,W
5562,858447,W
88,73832,D
8865,610354,W
212,985838,D
3297,875708,D
349,740334,W
8007,301909,D
2020,284704,D
7515,796238,W
5287,222086,W
4506,680702,W
2397,551943,W
9044,893221,D
5613,580048,D
7960,270656,W
43,975937,D
5284,43839,D
5432,890068,D
4274,332445,W
2980,997403,D
4528,544734,D
7231,910916,D
3944,950788,D
9546,787432,W
9175,613629,D
7324,8683,D
8345,954702,W
2209,813608,D
143,234805,D
5141,253054,D
6490,22989,D
3084,31791,D
9987,855120,W
4903,365561,D
9036,756029,D
8693,340238,W
1183,946519,W
7559,163614,D
4240,928309,D
2323,803036,W
1736,894010,D
7225,169954,D
5783,658401,W
1141,358612,W
8295,971224,W
8449,457354,D
6061,802060,D
5331,949488,W
2447,689091,W
6662,736944,D
4595,21803,W
3498,285994,D
7127,73366,W
8634,588932,W
9618,284361,D
3453,164251,D
727,896566,D
5208,708464,W
2422,193605,D
8159,140337,W
6183,931679,W
